id	definition	parents
ORPHA:141	Canavan disease (CD) is a neurodegenerative disorder; its spectrum varies between severe forms with leukodystrophy, macrocephaly and severe developmental delay, and a very rare mild/juvenile form characterized by mild developmental delay.	
ORPHA:166063	A severe, genetic form of pontocerebellar hypoplasia (PCH) characterized by delayed neocortical maturation with underdeveloped cerebral hemispheres and pontocerebellar hypoplasia and a severely affected vermis. Clinically, the disorder manifests with prenatal onset of polyhydramnios and contractures followed by hypertonia, severe clonus, primary hypoventilation leading to an early postnatal death.	
ORPHA:166078	A form of von Willebrand disease (VWD) characterized by a bleeding disorder associated with a partial, quantitative plasmatic deficiency of an otherwise structurally and functionally normal von Willebrand factor (VWF).	
ORPHA:166073	A rare, genetic form of pontocerebellar hypoplasia (PCH) characterized by neocortical and severe cerebral cortical atrophy associated with pontocerebellar hypoplasia with the pons and cerebellum equally affected. Clinically the disorder manifests at birth with hypotonia, clonus, epilepsy, impaired swallowing and from infancy by progressive microcephaly, spasticity and lactic acidosis.	
ORPHA:213	A rare lysosomal disease characterized by an accumulation of cystine inside the lysosomes, causing damage in different organs and tissues, particularly in the kidneys and eyes. Three clinical forms have been described: nephropathic infantile, nephropathic juvenile and ocular.	
ORPHA:166084	A subtype of type 2 von Willebrand disease characterized by a bleeding disorder associated with a decrease in the affinity of the Willebrand factor (VWF) for platelets and the subendothelium caused by a deficiency of high molecular weight VWF multimers. The disease manifests as mucocutaneous bleeding (menorrhagia, epistaxis, gastrointestinal hemorrhage, etc.).	
ORPHA:333	A subcutaneous tissue disease characterized by a spectrum of clinical signs ranging from the classical triad of painful and progressively deformed joints, subcutaneous nodules, and progressive hoarseness (due to laryngeal involvement) that presents in infancy, to varying phenotypes with respiratory and neurologic involvement.	
ORPHA:166081	A form of von Willebrand disease (VWD) characterized by a bleeding disorder associated with a qualitative deficiency and functional anomalies of the Willebrand factor (VWF). Depending on the type of functional abnormalities, this form is classified as type 2A, 2B, 2M or 2N.	
ORPHA:349	A rare lysosomal storage disease characterized by widespread tissue buildup of glycolipids and oligosaccharides rich in fucose. Patients present with broad clinical characteristics such as intellectual disability, developmental delay associated with psychomotor regression and bone abnormalities, visceromegaly, hyperhidrosis, and dermatological abnormalities.	
ORPHA:166090	A subtype of type 2 von Willebrand disease characterized by a bleeding disorder associated with decreased affinity of the Willebrand factor (VWF) for platelets or collagen in the absence of any deficiency of high molecular weight VWF multimers. The disease manifests as mucocutaneous bleeding (menorrhagia, epistaxis, gastrointestinal hemorrhage, etc.).	
ORPHA:365	A rare lysosomal storage disease characterized by lysosomal accumulation of glycogen particularly in skeletal, cardiac, and respiratory muscles, as well as the liver and nervous system, due to acid maltase deficiency. The clinical spectrum comprises infantile-onset disease with severe hypertrophic cardiomyopathy, generalized muscle weakness, poor feeding and failure to thrive, and respiratory insufficiency, and late-onset disease manifesting before or after twelve months of age without cardiomyopathy, with proximal muscle weakness and respiratory insufficiency.	
ORPHA:166087	A subtype of type 2 von Willebrand disease characterized by a bleeding disorder associated with increased affinity of the Willebrand factor (VWF) for platelets leading to rapid clearance of both the platelets (increasing the risk of thrombocytopenia) and VWF from the plasma. The disease manifests as mucocutaneous bleeding (menorrhagia, epistaxis, gastrointestinal hemorrhage, etc.).	
ORPHA:366	A rare inborn error of metabolism disease characterized by variable liver, skeletal muscle and cardiac involvement, usually presenting in early childhood.	
ORPHA:166093	A subtype of type 2 von Willebrand disease characterized by a bleeding disorder associated with a marked decrease in the affinity of the Willebrand factor (VWF) for factor VIII (FVIII). Abnormal bleeding manifestations are less frequent in this VWD subtype than in other forms of the disease. The disease manifests mainly as soft tissue bleeding (haematoma, post-operative bleeding, etc.).	
ORPHA:368	A form of glycogen storage disease (GSD) characterized by exercise intolerance and rhabdomyolysis episodes, due to a deficiency of the muscle isoform of glycogen phosphorylase.	
ORPHA:166096	A form of von Willebrand disease (VWD) characterized by a bleeding disorder associated with a total or near-total absence of Willebrand factor (VWF) in the plasma and cellular compartments, also leading to a profound deficiency of plasmatic factor VIII (FVIII). It is the most severe form of VWD.	
ORPHA:367	A rare form of glycogen storage disease characterized by a continuum of clinical manifestations of variable presentation and severity, involving hepatic, neuromuscular and/or cardiac symptoms.	
ORPHA:166100	A rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by craniofacial dysmorphism (midface hypoplasia, depressed nasal bridge, small nose with upturned tip, cleft palate, Pierre Robin sequence), bilateral, pronounced sensorineural hearing loss, and skeletal/joint anomalies (including spondyloepiphyseal dysplasia, arthralgia/arthropathy), in the absence of ocular abnormalities.	
ORPHA:371	A rare form of glycogen storage disease (GSD) characterized classically by exertional fatigue and muscular exercise intolerance. It occurs typically in childhood and adolescence.	
ORPHA:166105	A rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by infantile-onset encephalomyopathy presenting with developmental delay, slowly progressive hemiplegia, intractable epileptic seizures and asymmetrical brain atrophy with dilatation of the ipsilateral ventricle system. Additional features include optic atrophy, mildly increased plasma and/or CSF lactate and decreased cytochrome c oxidase activity in skeletal muscle biopsy.	
ORPHA:369	A rare form of glycogen storage disease (GSD) characterized by a deficiency of hepatic glycogen phosphorylase leading to impaired glycogenolysis, and characterized by hepatomegaly and growth delay in childhood.	
ORPHA:447	Paroxysmal nocturnal hemoglobinuria (PNH) is an acquired clonal hematopoietic stem cell disorder characterized by corpuscular hemolytic anemia, bone marrow failure and frequent thrombotic events.	
ORPHA:166108	Intellectual disability, Birk-Barel type is a rare, genetic, syndromic intellectual disability characterized by congenital central hypotonia, developmental delay, moderate to severe intellectual disability and subtle dysmorphic features which evolve over time (dolichocephaly, myopathic facies, ptosis, short and broad philtrum, tented upper lip vermillion, palatal anomalies, mild micro- and/or retrognathia). Patients present reduced facial movements, lethargy, weak cry, transient neonatal hypoglycemia, severe feeding difficulties and failure to thrive. Dysphagia, particularly of solid food, asthenic body build, joint contractures and scoliosis are additional features.	
ORPHA:166113	A rare paraneoplastic syndrome characterized by acral psoriasiform lesions typically involving the ears, nose, fingers and nails of the hands and feet, but may also extend to cheeks, elbows, knees and trunk, with occasional pruritus. In a majority of cases the cutaneous lesions precede the symptoms/diagnosis of malignancy (generally involving the upper aerodigestive tract, but also other squamous cell malignancies).	
ORPHA:535	Rare cutaneous lupus erythematosus (CLE) is an autoimmune disease that denotes a heterogeneous spectrum of clinical manifestations affecting the skin and can be divided into 4 categories: acute CLE (ACLE); subacute CLE (SCLE); chronic CLE (CCLE; the most diverse form); and intermittent CLE (ICLE). CLE can either occur alone or associated with systemic lupus erythematosus (SLE).	
ORPHA:166119	A rare primary bone dysplasia characterized by multiple, small, round to ovoid osteosclerotic foci with a predilection for the epiphyses and metaphyses of long tubular bones as well as the pelvis, scapula, carpal, and tarsal bones. The condition is usually clinically silent and discovered only incidentally, although some patients may experience mild articular pain with or without joint effusion. Bone strength is normal.	
ORPHA:487	A rare lysosomal disorder that affects the white matter of the central and peripheral nervous systems characterized by neurodegeneration with severity depending on the age of onset (infantile, late-infantile, juvenile, adolescent and adulthood).	
ORPHA:166260	Dentinogenesis imperfecta type 2 (DGI-2) is a rare, severe form of dentinogenesis imperfecta (DGI) and is characterized by weakness and discoloration of all teeth.	
ORPHA:583	A rare lysosomal storage disease characterized by a wide spectrum of manifestations, notably skeletal dysplasia including short stature, dysostosis multiplex and degenerative joint disease, with progressive multisystem involvement, associated with a deficiency of arylsulfatase B (ASB) leading to the accumulation of dermatan sulfate and chondroitin-4-sulfate.	
ORPHA:166265	Dentinogenesis imperfecta type 3 (DGI-3) is a rare, severe form of dentinogenesis imperfecta (DGI) characterized by opalescent primary and permanent teeth, marked attrition, large pulp chambers, multiple pulp exposure and shell teeth radiographically (i.e. teeth which appear hollow due to dentin hypotrophy).	
ORPHA:166272	A rare primary bone dysplasia characterized by the association of spondylometaphyseal dysplasia, generalized joint laxity, and dentinogenesis imperfecta. Main skeletal abnormalities comprise short stature, narrow chest, scoliosis, mesomelic limb shortening, and brachydactyly. Radiographic features include severe metaphyseal irregularities of the tubular bones, platyspondyly with coronal clefts, cone-shaped epiphyses of the hands, square iliac wings, and coxa valga. Additional extraskeletal manifestations like pulmonary hypoplasia, cystic renal disease, and non-obstructive hydrocephalus have also been reported.	
ORPHA:576	A rare, severe form of mucolipidosis characterized by growth retardation, skeletal abnormalities (dysostosis multiplex, craniosynostosis, contractures of the joints and osteopenia), facial dysmorphism, stiff skin, obstructive airway, cardiomegaly and severe global developmental delay.	
ORPHA:166277	A rare skeletal disorder characterized clinically by multiple fractures, wormian bones of the skull, dentinogenesis imperfecta and facial dysmorphism (hypertelorism, periorbital fullness). Although the signs are very similar to osteogenesis imperfecta, characteristic cortical defects in the absence of osteopenia and collagen abnormalities are considered to be distinctive. There have been no further descriptions in the literature since 1999.	
ORPHA:812	Sialidosis type 1 (ST-1) is a very rare lysosomal storage disease, and is the normosomatic form of sialidosis, characterized by gait abnormalities, progressive visual loss, bilateral macular cherry red spots and myoclonic epilepsy and ataxia, that usually presents in the second to third decade of life.	
ORPHA:578	A rare lysosomal storage disease characterized clinically by severe global development delay due to neuronal dysmyelination, hypotonia which gradually progresses to spasticity during childhood, speech deficits, progressive visual impairment (due to corneal clouding, retinal degeneration and optic atrophy), achlorhydria, with increased gastrin secretion and iron deficiency anemia, and kidney disease and failure, all in the absence of dysmorphic features.	
ORPHA:166282	A rare cardiac rhythm disease, usually of the elderly, characterized by electrocardiographic findings of sinus bradycardia, atrial fibrillation, atrial tachycardia sinus arrest, or sino-atrial block, and that manifest with symptoms like syncope, dizziness, palpitations, fatigue, or even heart failure. It results from malfunction of the cardiac conduction system, probably secondary to degenerative fibrosis of nodal tissue in the elderly or secondary to cardiac disorders in younger patients.	
ORPHA:577	A rare lysosomal disease characterized by dysmorphic features and skeletal changes, restricted joint mobility, short stature, and hand deformities (such as claw hands, stiffness of hands, carpal tunnel syndrome, inability to make fists). Most patients have normal intellectual capacity and the clinical progression is less rapid than that of mucolipidosis type II (MLII).	
ORPHA:166291	Dirofilariasis is a form of filariasis, caused by the filarial nematode of the genus <i>Dirofilaria</i> (including <i>Dirofilaria repens</i>, <i>Dirofilaria immitis</i>), which is transmitted by mosquitoes. The disease is characterized by the presence of subcutaneous nodules (or a conjunctival form that develops slowly and that can be painless to tender), edema and erythema at the site of parasite localization, a feeling of 'crawling' under the skin, and the ''Calabar'' swelling (similar to thatin loiasis. The latter may last a few days and recurrences are possible. Common localizations of dirofilaria are head and neck, most commonly in the periorbital region, the limbs and trunk.	
ORPHA:2912	A rare viral infection caused by any of three serotypes of wild human poliovirus (types 1, 2 and 3), which are part of the family of enteroviruses; and three serotypes of Sabin vaccine-derived polioviruses (types 1, 2 and 3) that have accumulated genetic changes and regained the ability to cause polio paralysis. wild type 2 and type 3 polioviruses have been certified eradicated, wild type&nbsp;1 poliovirus continues to circulate in Pakistan and Afghanistan, and vaccine-derived polio viruses mainly circulate in sub-Saharan Africa.	
ORPHA:796	A rare autosomal recessive lysosomal disease characterized by accumulation of GM2 gangliosides in the nervous system due to hexosaminidase A and hexosaminidase B deficiency as a consequence of biallelic pathogenic variants in the <i>HEXB</i> gene.	
ORPHA:166409	A rare epilepsy syndrome with onset in childhood and adolescence characterized by focal seizures involving the occipital lobe triggered by visual stimuli.	
ORPHA:801	Scleroderma is a rare autoimmune connective tissue disorder characterized by abnormal hardening of the skin and, sometimes, other organs. It is classified into two main forms: localized scleroderma and systemic sclerosis (SSc), the latter comprising three subsets; diffuse cutaneous SSc (dcSSc), limited cutaneous SSc (lcSSc) and limited SSc (lSSc).	
ORPHA:461	A rare genetic skin disease belonging to the Mendelian Disorders of Cornification (MeDOC) and characterized by generalized hyperkeratosis and scaling of the skin. The condition is rather mild.	
ORPHA:166421	A rare reflex epilepsy characterized by complex partial seizures with or without secondary generalization, or idiopathic primarily generalized epilepsy, triggered by sexual orgasm. Seizures usually start immediately, shortly after or a few hours after the achievement of orgasm, last a few seconds or minutes, and are followed, in very rare cases, by intense migraine.	
ORPHA:166418	A rare reflex epilepsy characterized by in most cases complex partial seizures triggered by different components of eating, such as the sight of food, proprioceptive, olfactory or gustatory sensations, chewing, salivation, and gastric distension after food intake. The seizures may be idiopathic or associated with symptomatic localization-related epilepsies.	
ORPHA:584	A rare, genetic lysosomal storage disease characterized by accumulation of glycosaminoglycans in connective tissue which results in progressive multisystem involvement with severity ranging from mild to severe. The most consistent features include musculoskeletal involvement (particularly dysostosis multiplex, joint restriction, thorax abnormalities, and short stature), limited vocabulary, intellectual disability, coarse facies with a short neck, pulmonary involvement (predominantly decreased pulmonary function), corneal clouding, and cardiac valve disease.	
ORPHA:166415	A rare neurologic disease characterized by seizures that are triggered by acoustic stimulation, which can be simple (as in startle epilepsy) or complex (e.g. musicogenic seizures, seizures triggered by the voice).	
ORPHA:166412	Hot water reflex epilepsy is a rare neurologic disease characterized by the onset of generalized or focal seizures following immersion of the head in hot water, or with hot water being poured over the head. Primary generalized tonic-clonic seizures have been reported in rare cases.	
ORPHA:166433	A rare reflex epilepsy characterized by reading-induced seizures which in most cases present with orofacial/jaw myoclonus possibly extending to the upper limbs but can also manifest as dyslexia or alexia and visual symptoms. In both variants secondary generalized tonic-clonic seizures may evolve if the stimulus is not interrupted. The disease typically begins in the second or third decade of life and may be inherited in an autosomal dominant pattern. It usually takes a benign course with little tendency to spontaneous seizures.	
ORPHA:166430	A rare reflex epilepsy characterized by tonic posturing or clonic movements triggered by micturition, with bilateral or unilateral involvement of the extremities and with or without loss of consciousness. Developmental delay is reported in some cases.	
ORPHA:881	A rare chromosomal anomaly syndrome characterized by complete or partial loss of an X chromosome in phenotypic females, clinically manifesting with short stature, primary ovarian insufficiency as well as cardiovascular, renal, liver, autoimmune diseases, hearing loss and neurocognitive abnormalities.	
ORPHA:166427	Startle epilepsy is a rare neurologic disease characterized by frequent and spontaneous epileptic seizures (frequently with symmetrical or asymmetrical tonic features) triggered by a normal startle in response to a sudden and unexpected somatosensory (most frequently auditory) stimulus. Falls are common and can be traumatic. In most cases, the disease is associated with spastic hemi-, di-, or tetraplegia and intellectual disability.	
ORPHA:166424	A rare reflex epilepsy characterized by seizures induced by specific cognitive tasks, such as calculation or solving arithmetic problems (e.g. Sudoku puzzle), playing thinking games (e.g. Rubik's cube, chess, cards), thinking, making decisions and abstract reasoning. Idiopathic generalized seizures are mainly involved, but partial epilepsies may, in rare cases, be observed.	
ORPHA:95	Friedreich ataxia (FRDA) is an inherited neurodegenerative disorder classically characterized by progressive gait and limb ataxia, dysarthria, dysphagia, oculomotor dysfunction, loss of deep tendon reflexes, pyramidal tract signs, scoliosis, and in some, cardiomyopathy, diabetes mellitus, visual loss and defective hearing.	
ORPHA:848	Beta-thalassemia (BT) is characterized by deficiency (Beta+) or absence (Beta0) of synthesis of the beta globin chains of hemoglobin (Hb).	
ORPHA:846	A rare inherited hemoglobinopathy characterized by impaired synthesis of two to all four alpha-globin chains leading to a variable clinical picture depending on the number of affected alleles.	
ORPHA:586	A rare, genetic pulmonary disorder characterized by sweat, thick mucus secretions causing multisystem disease, chronic infections of the lungs, bulky diarrhea and short stature.	
ORPHA:262	A group of rare, genetic, progressive muscular dystrophies, including Duchenne muscular dystrophy (DMD), Becker muscular dystrophy (BMD) and a symptomatic form in female carriers. The diseases represent a spectrum of severity ranging from progressive skeletal and cardiac muscle wasting and weakness (DMD, BMD) to less severe muscle weakness or isolated cardiomyopathy affecting carrier females.	
ORPHA:261	A neuromuscular disease that is characterized by muscular weakness and atrophy, with early joint contractures and cardiomyopathy.	
ORPHA:550	A rare neurometabolic genetic disorder which is progressive and multisystemic due to mitochondrial dysfunction and that is characterized by encephalomyopathy, lactic acidosis, and stroke-like episodes.	
ORPHA:269	A rare neuromuscular disease characterized by progressive muscle weakness with focal involvement of the facial, shoulder and limb muscles.	
ORPHA:480	A rare inborn error of metabolism that is characterized by progressive external ophthalmoplegia (PEO), pigmentary retinitis and an onset before the age of 20 years. Common additional features include deafness, cerebellar ataxia and heart block.	
ORPHA:593	Myofibrillar myopathy (MFM) describes a group of skeletal and cardiac muscle disorders, defined by the disintegration of myofibrils and aggregation of degradation products into intracellular inclusions, and is typically clinically characterized by slowly-progressive muscle weakness, which initially involves the distal muscles, but is highly variable and that can affect the proximal muscles as well as the cardiac and respiratory muscles in some patients.	
ORPHA:551	A rare mitochondrial oxidative phosphorylation disorder characterized by myoclonic seizures, ataxia, generalized epilepsy, muscle weakness and ragged red fibers in the muscle biopsy.	
ORPHA:597	Central core disease (CCD) is an inherited neuromuscular disorder characterised by central cores on muscle biopsy and clinical features of a congenital myopathy.	
ORPHA:607	Nemaline myopathy (NM) encompasses a large spectrum of myopathies characterized by hypotonia, weakness and depressed or absent deep tendon reflexes, with pathologic evidence of nemaline bodies (rods) on muscle biopsy.	
ORPHA:163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease (PCWH) is a systemic disease characterized by the association of the features of Waardenburg-Shah syndrome (WSS) with neurological features of variable severity.	
ORPHA:684	A rare genetic skeletal muscle ion channel disorder, part of the non-dystrophic myotonias, characterized by exercise and/or cold-exacerbated myotonia.	
ORPHA:163931	A rare, genetic, chronic, recurrent, slowly progressive, epidermal disease characterized by small, sterile, pustular eruptions, involving the nails and surrounding skin of the fingers and/or toes, which coalesce and burst, leaving erythematous, atrophic skin where new pustules develop. Onychodystrophy is frequently associated and anonychia and osteolysis are reported in severe cases. Local expansion (to involve the hands, forearms and/or feet) and involvement of mucosal surfaces (e.g. conjunctiva, tongue, urethra) may be observed.	
ORPHA:273	A rare genetic multi-system disorder characterized by a wide range of muscle-related manifestations (muscle weakness, myotonia, early onset cataracts (before age 50) and systemic manifestations (cerebral, endocrine, cardiac, gastrointestinal tract, uterus, skin and immunologic involvement) that vary depending on the age of onset. The very wide clinical spectrum ranges from lethal presentations in infancy to mild, late-onset disease.	
ORPHA:163927	A rare skin disease characterized by chronic eruption of sterile pustules on an erythematous and desquamative background. The lesions are usually painful and affect the palms and soles, sometimes also the lateral aspects of hands and feet. Nail lesions (such as nail pitting, onycholysis, subungual pustules, and nail dystrophy) are also observed. The condition takes a chronic and relapsing course. Typical associations are psoriatic arthritis, thyroid gland dysfunction, and smoking.	
ORPHA:163937	Najm type X-linked intellectual deficit is a rare cerebellar dysgenesis syndrome characterized by variable clinical manifestations ranging from mild intellectual deficit with or without congenital nystagmus, to severe cognitive impairment associated with cerebellar and pontine hypoplasia/atrophy and abnormalities of cortical development.	
ORPHA:163934	A rare, chronic allergic disease of the cornea and conjunctiva occurring in all age groups, characterized by severe itching and burning sensation, conjunctival injection, photophobia and edema with serious cases leading to ulceration of the cornea which can result in blindness. It is often associated with atopic dermatitis.	
ORPHA:614	A rare, genetic, skeletal muscle channelopathy characterized by slow muscle relaxation after contraction (myotonia).	
ORPHA:163921	Posttransplant acute limbic encephalitis is a rare, acquired, non-paraneoplastic limbic encephalitis disorder, that develops in the setting of treatment-related immunosuppression, typically after allogeneic hemapoietic stem cell transplantation, characterized by onset of confusion, headache, anterograde amnesia, seizures and/or loss of consciousness 2-6 weeks following transplantation. Bilateral, non-enhancing T2 hyperintensities in limbic structures are observed on magnetic resonance imaging. Mild cerebrospinal fluid pleocytosis and syndrome of inappropriate antidiuretic hormone secretion may also be associated.	
ORPHA:163966	X-linked dominant chondrodysplasia Chassaing-Lacombe type is a rare genetic bone disorder characterized by chondrodysplasia, intrauterine growth retardation (IUGR), hydrocephaly and facial dysmorphism in the affected males.	
ORPHA:163971	A rare multiple congenital anomalies/dysmorphic syndrome characterized by short stature, hypergonadotropic hypogonadism associated with small and abnormal testes, microcephaly, small hands and nails, fifth finger clinodactyly, mild facial dysmorphism (deep-set eyes, prominent supraorbital ridges, high nasal bridge, large ears), and mild learning difficulties.	
ORPHA:163976	A rare, genetic, syndromic intellectual disability characterized by developmental delay, mild to moderate intellectual disability, low birth weight, moderate to severe short stature, microcephaly and variable hypergonadotropic hypogonadism. Mild facial dismorphism include upslanted palpebral fissures and prominent nasal bridge.	
ORPHA:163979	X-linked intellectual disability-craniofacioskeletal syndrome is a rare, hereditary, syndromic intellectual disability characterized by craniofacial and skeletal abnormalities in association with mild intellectual disability in females and early postnatal lethality in males. In addition to mild cognitive impairment, females present with microcephaly, short stature, skeletal features and extra temporal lobe gyrus. In males, intrauterine growth impairment, cardiac and urogenital anomalies have been reported.	
ORPHA:163956	X-linked intellectual disability, Nascimento type is a rare X-linked intellectual disability syndrome characterized by intellectual disability (with severe speech impairment), a myxedematous appearance, dysmorphic facial features (including large head, synophrys, prominent supraorbital ridges, almond-shaped and deep-set eyes, large ears, wide mouth with everted lower lip and downturned lip corners), low posterior hairline, short, broad neck, marked general hirsutism and abnormal hair whorls, skin changes (e.g. dry skin or hypopigmented spots), widely spaced nipples, obesity, micropenis, onychodystrophy and seizures.	
ORPHA:163961	X-linked cerebral-cerebellar-coloboma syndrome is a rare, genetic syndrome with a cerebellar malformation as major feature characterized by cerebellar vermis hypo- or aplasia, ventriculomegaly, agenesis of corpus callosum and abnormalities of the brainstem and cerebral cortex in association with ocular coloboma. Clinically, patients show hydrocephalus at birth, neonatal hypotonia with abnormal breathing pattern, ocular abnormalities with impaired vision, severe psychomotor delay, and seizures.	
ORPHA:324	A rare genetic, multisystemic lysosomal disease characterized by specific cutaneous (angiokeratoma), neurological (pain), renal (proteinuria, chronic kidney failure), cardiovascular (cardiomyopathy, arrhythmia), cochleo-vestibular and cerebrovascular manifestations (transient ischemic attacks, strokes). The phenotypic expression depends on age of onset and, in females, the level of X-inactivation.	
ORPHA:164726	A subgroup of therapy-related myeloid neoplasms (t-MN), associated with treatment of an unrelated neoplastic disease with radiation. The neoplastic cells typically harbor unbalanced aberrations of chromosomes 5 and 7 (monosomy 5/del(5q) and monosomy 7/del(7q)) or a complex karyotype. Patients frequently present with multilineage dysplasia and cytopenias 5-10 years after exposure.	
ORPHA:163985	A rare, X-linked, syndromic intellectual disability disease characterized by neonatal hypertonia which evolves to hypotonia and an exaggerated startle response (to sudden visual, auditory or tactile stimuli), followed by the development of early-onset, frequently refractory, tonic or myoclonic seizures. Progressive epileptic encephalopathy, intellectual disability, and psychomotor development arrest, with subsequent decline, may be additionally associated.	
ORPHA:778	A rare severe, X-linked, neurodevelopmental disorder characterized by rapid developmental regression in infancy, partial or complete loss of purposeful hand movements, loss of speech, gait abnormalities, and stereotypic hand movements, commonly associated with deceleration of head growth, severe intellectual disability, seizures, and breathing abnormalities. The disorder has a progressive clinical course and may associate various comorbidities including gastrointestinal diseases, scoliosis, and behavioral disorders.	
ORPHA:72	A rare genetic neurodevelopmental disorder characterized by moderate to severe intellectual disability, microcephaly, seizures, ataxic gait and distinct abnormal facial shape.	
ORPHA:307	A rare epilepsy syndrome characterized by adolescence/young adulthood onset of myoclonic with or without other generalized seizure types in an otherwise healthy individual. The electroencephalogram (EEG) shows 3-5.5&nbsp;Hz generalized spike-waves and polyspike-waves. Photosensitivity is common.	
ORPHA:1941	Juvenile absence epilepsy (JAE) is a genetic epilepsy with onset occurring around puberty. JAE is characterized by sporadic occurrence of absence seizures, frequently associated with a long-life prevalence of generalized tonic-clonic seizures (GTCS) and sporadic myoclonic jerks.	
ORPHA:892	A familial cancer predisposition syndrome associated with a variety of malignant and benign neoplasms, most frequently retinal, cerebellar, and spinal hemangioblastoma, renal cell carcinoma (RCC), and pheochromocytoma/paraganglioma.	
ORPHA:731	A rare, genetic hepatorenal fibrocystic syndrome characterized by cystic dilatation and ectasia of renal collecting tubules, and a ductal plate malformation of the liver resulting in congenital hepatic fibrosis. Clinical presentation, whilst typically in utero or at birth, is variable and in the most severe cases includes Potter-sequence, oligohydramnios, pulmonary hypoplasia, and massively enlarged echogenic kidneys.	
ORPHA:164736	A rare genetic neurological disorder characterized by very early sleep onset and offset. Plasma melatonin levels and body core temperature rhythms are also phase-advanced. The sleep-wake cycle is generally shortened. Additional reported features include migraine with or without aura and seasonal affective disorder.	
ORPHA:138	A multiple congenital anomaly characterized by a broad phenotype with Coloboma, Choanal atresia/stenosis, Cranial nerve dysfunction, and Characteristic external and inner ears (known as the major 4 C's).	
ORPHA:558	Marfan syndrome is a systemic disease of connective tissue characterized by a variable combination of cardiovascular, musculo-skeletal, ophthalmic and pulmonary manifestations.	
ORPHA:803	A rare neurodegenerative disease characterized by progressive muscular paralysis reflecting degeneration of motor neurons in the primary motor cortex, corticospinal tracts, brainstem and spinal cord.	
ORPHA:100	A rare autosomal recessive cerebellar ataxia due to a DNA repair defect characterized by progressive neurological impairment with cerebellar syndrome, oculocutaneous telangiectasia, defects in B and T cell-mediated immunity, and increased susceptibility to malignancies (mainly lymphoid neoplasms). High sensitivity to ionizing radiation limits patient treatments.	
ORPHA:733	A rare intestinal polyposis syndrome characterized by the development of up to hundreds to thousands of adenomas in the large bowel. It is a multi-system disorder with important extracolonic manifestations.	
ORPHA:399	Huntington disease (HD) is a rare neurodegenerative disorder of the central nervous system characterized by unwanted choreatic movements, behavioral and psychiatric disturbances and dementia.	
